type,sub_rank,title,url,cite,details,cmpt_rank,qry,lang,serp_id,serp_rank
searches_related,0,,,,"[{'text': 'algorithm problems and solutions pdf', 'url': '/search?q=algorithm+problems+and+solutions+pdf&sa=X&ved=2ahUKEwionaKHt-rsAhXsoHIEHTgCBgEQ1QIoAHoECAsQAQ'}, {'text': 'problems on algorithms solutions', 'url': '/search?q=problems+on+algorithms+solutions&sa=X&ved=2ahUKEwionaKHt-rsAhXsoHIEHTgCBgEQ1QIoAXoECAsQAg'}, {'text': 'the time factor when determining the efficiency of algorithm is measured by', 'url': '/search?q=the+time+factor+when+determining+the+efficiency+of+algorithm+is+measured+by&sa=X&ved=2ahUKEwionaKHt-rsAhXsoHIEHTgCBgEQ1QIoAnoECAsQAw'}, {'text': 'binary search', 'url': '/search?q=binary+search&sa=X&ved=2ahUKEwionaKHt-rsAhXsoHIEHTgCBgEQ1QIoA3oECAsQBA'}, {'text': 'example of algorithm problem solving', 'url': '/search?q=example+of+algorithm+problem+solving&sa=X&ved=2ahUKEwionaKHt-rsAhXsoHIEHTgCBgEQ1QIoBHoECAsQBQ'}, {'text': 'problems on algorithms pdf', 'url': '/search?q=problems+on+algorithms+pdf&sa=X&ved=2ahUKEwionaKHt-rsAhXsoHIEHTgCBgEQ1QIoBXoECAsQBg'}, {'text': 'a heuristic function usually returns an accurate cost', 'url': '/search?q=a+heuristic+function+usually+returns+an+accurate+cost&sa=X&ved=2ahUKEwionaKHt-rsAhXsoHIEHTgCBgEQ1QIoBnoECAsQBw'}]",10,Design and implement an algorithm for solving the bandwidth minimization problem discussed in Section 13.2 (page 398).,en,,10
type,sub_rank,title,url,cite,details,cmpt_rank,qry,lang,serp_id,serp_rank
general,0,The Algorithm Design Manual - Page 271 - Google Books Result,https://books.google.com/books?id=7XUSn0IKQEgC&pg=PA271&lpg=PA271&dq=Design+and+implement+an+algorithm+for+solving+the+maximum+satisfiability+problem+discussed+in+Section+14.10+(page+472).&source=bl&ots=za5GPSLU1f&sig=ACfU3U25rea0Mulo1sdmc_Hp7egLcYGnkg&hl=en&sa=X&ved=2ahUKEwjkosqHt-rsAhV8j3IEHW1UA2oQ6AEwAHoECAEQAg,books.google.com › books,,0,Design and implement an algorithm for solving the maximum satisfiability problem discussed in Section 14.10 (page 472).,en,,0
general,0,permutation – panictank,http://blog.panictank.net/tag/permutation/,blog.panictank.net › tag › permutation,,1,Design and implement an algorithm for solving the maximum satisfiability problem discussed in Section 14.10 (page 472).,en,,1
general,0,Page 50 – All models are false but some models ... - panictank,http://blog.panictank.net/page/50/,blog.panictank.net › page,,2,Design and implement an algorithm for solving the maximum satisfiability problem discussed in Section 14.10 (page 472).,en,,2
general,0,Intractable Problems and Approximation Algorithms,https://link.springer.com/content/pdf/10.1007%2F978-1-84800-070-4_9.pdf,link.springer.com › content › pdf,,3,Design and implement an algorithm for solving the maximum satisfiability problem discussed in Section 14.10 (page 472).,en,,3
general,0,Algorithms for the Satisfiability (SAT) Problem: A Survey - Dtic,https://apps.dtic.mil/dtic/tr/fulltext/u2/a326042.pdf,apps.dtic.mil › dtic › fulltext,,4,Design and implement an algorithm for solving the maximum satisfiability problem discussed in Section 14.10 (page 472).,en,,4
general,0,Homework 4 Solutions,https://www.cc.gatech.edu/~rpeng/CS3510_F17/Homeworks/HW4Sol.pdf,www.cc.gatech.edu › CS3510_F17 › Homeworks,,5,Design and implement an algorithm for solving the maximum satisfiability problem discussed in Section 14.10 (page 472).,en,,5
general,0,The Algorithm Design Manual - Mimoza - Marmara Üniversitesi,http://mimoza.marmara.edu.tr/~msakalli/cse706_12/SkienaTheAlgorithmDesignManual.pdf,mimoza.marmara.edu.tr › ~msakalli › cse706_12 › Ski...,,6,Design and implement an algorithm for solving the maximum satisfiability problem discussed in Section 14.10 (page 472).,en,,6
general,0,Maximum satisfiability problem - Wikipedia,https://en.wikipedia.org/wiki/Maximum_satisfiability_problem,en.wikipedia.org › wiki › Maximum_satisfiability_prob...,,7,Design and implement an algorithm for solving the maximum satisfiability problem discussed in Section 14.10 (page 472).,en,,7
general,0,Boolean satisfiability problem - Wikipedia,https://en.wikipedia.org/wiki/Boolean_satisfiability_problem,en.wikipedia.org › wiki › Boolean_satisfiability_problem,,8,Design and implement an algorithm for solving the maximum satisfiability problem discussed in Section 14.10 (page 472).,en,,8
general,0,The Algorithm Design Manual - Backpack,https://www.usebackpack.com/resources/4634/download?1429337106,www.usebackpack.com › resources › download,,9,Design and implement an algorithm for solving the maximum satisfiability problem discussed in Section 14.10 (page 472).,en,,9
unknown,0,,,,,10,Design and implement an algorithm for solving the maximum satisfiability problem discussed in Section 14.10 (page 472).,en,,10
type,sub_rank,title,url,cite,details,cmpt_rank,qry,lang,serp_id,serp_rank
general,0,The Algorithm Design Manual - Page 271 - Google Books Result,https://books.google.com/books?id=7XUSn0IKQEgC&pg=PA271&lpg=PA271&dq=Design+and+implement+an+algorithm+for+solving+the+maximum+clique+problem+discussed+in+Section+16.1+(page+525).&source=bl&ots=za5GPSLU1g&sig=ACfU3U3YnZXFZo5xyj3lYANohOc0XreXGQ&hl=en&sa=X&ved=2ahUKEwip7PqHt-rsAhUdq3IEHc2FAHwQ6AEwAHoECAEQAg,books.google.com › books,,0,Design and implement an algorithm for solving the maximum clique problem discussed in Section 16.1 (page 525).,en,,0
general,0,Solving the Maximum Clique Problem on a Class of ... - Dtic,https://apps.dtic.mil/dtic/tr/fulltext/u2/a483447.pdf,apps.dtic.mil › dtic › fulltext,,1,Design and implement an algorithm for solving the maximum clique problem discussed in Section 16.1 (page 525).,en,,1
general,0,Graph Problems: Hard Problems,http://link.springer.com/content/pdf/10.1007%2F978-1-84800-070-4_16.pdf,link.springer.com › content › pdf,,2,Design and implement an algorithm for solving the maximum clique problem discussed in Section 16.1 (page 525).,en,,2
general,0,A review on algorithms for maximum clique problems,https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.723.1462&rep=rep1&type=pdf,citeseerx.ist.psu.edu › viewdoc › download,,3,Design and implement an algorithm for solving the maximum clique problem discussed in Section 16.1 (page 525).,en,,3
general,0,Fast Algorithms for the Maximum Clique Problem on ... - CUCIS,http://cucis.ece.northwestern.edu/publications/pdf/PatPat13.pdf,cucis.ece.northwestern.edu › pdf › PatPat13,,4,Design and implement an algorithm for solving the maximum clique problem discussed in Section 16.1 (page 525).,en,,4
general,0,The Algorithm Design Manual - Backpack,https://www.usebackpack.com/resources/4634/download?1429337106,www.usebackpack.com › resources › download,,5,Design and implement an algorithm for solving the maximum clique problem discussed in Section 16.1 (page 525).,en,,5
general,0,GRAPH THEORETIC GENERALIZATIONS OF CLIQUE ...,https://oaktrust.library.tamu.edu/bitstream/handle/1969.1/ETD-TAMU-1539/BALASUNDARAM-DISSERTATION.pdf?sequence=1&isAllowed=y,oaktrust.library.tamu.edu › handle › ETD-TAMU-1539,,6,Design and implement an algorithm for solving the maximum clique problem discussed in Section 16.1 (page 525).,en,,6
general,0,Parallel Maximum Clique Algorithms with ... - Ryan Rossi,http://ryanrossi.com/pubs/rossi-et-al-sisc2015-preprint.pdf,ryanrossi.com › pubs › rossi-et-al-sisc2015-preprint,,7,Design and implement an algorithm for solving the maximum clique problem discussed in Section 16.1 (page 525).,en,,7
general,0,"The Maximum Clique Problem: Algorithms, Applications, and ...",http://trace.tennessee.edu/cgi/viewcontent.cgi?article=1912&context=utk_graddiss,trace.tennessee.edu › cgi › viewcontent,,8,Design and implement an algorithm for solving the maximum clique problem discussed in Section 16.1 (page 525).,en,,8
general,0,Clique problem - Wikipedia,https://en.wikipedia.org/wiki/Clique_problem,en.wikipedia.org › wiki › Clique_problem,,9,Design and implement an algorithm for solving the maximum clique problem discussed in Section 16.1 (page 525).,en,,9
searches_related,0,,,,"[{'text': 'maximum clique problem geeksforgeeks', 'url': '/search?q=maximum+clique+problem+geeksforgeeks&sa=X&ved=2ahUKEwip7PqHt-rsAhUdq3IEHc2FAHwQ1QIoAHoECAsQAQ'}, {'text': 'maximum clique algorithm c', 'url': '/search?q=maximum+clique+algorithm+c&sa=X&ved=2ahUKEwip7PqHt-rsAhUdq3IEHc2FAHwQ1QIoAXoECAsQAg'}, {'text': 'maximal clique', 'url': '/search?q=maximal+clique&sa=X&ved=2ahUKEwip7PqHt-rsAhUdq3IEHc2FAHwQ1QIoAnoECAsQAw'}, {'text': 'clique detection algorithm', 'url': '/search?q=clique+detection+algorithm&sa=X&ved=2ahUKEwip7PqHt-rsAhUdq3IEHc2FAHwQ1QIoA3oECAsQBA'}, {'text': 'number of maximal cliques in a graph', 'url': '/search?q=number+of+maximal+cliques+in+a+graph&sa=X&ved=2ahUKEwip7PqHt-rsAhUdq3IEHc2FAHwQ1QIoBHoECAsQBQ'}, {'text': 'a clique in a simple undirected graph', 'url': '/search?q=a+clique+in+a+simple+undirected+graph&sa=X&ved=2ahUKEwip7PqHt-rsAhUdq3IEHc2FAHwQ1QIoBXoECAsQBg'}, {'text': 'omega of a graph', 'url': '/search?q=omega+of+a+graph&sa=X&ved=2ahUKEwip7PqHt-rsAhUdq3IEHc2FAHwQ1QIoBnoECAsQBw'}, {'text': 'clique graph', 'url': '/search?q=clique+graph&sa=X&ved=2ahUKEwip7PqHt-rsAhUdq3IEHc2FAHwQ1QIoB3oECAsQCA'}]",10,Design and implement an algorithm for solving the maximum clique problem discussed in Section 16.1 (page 525).,en,,10
type,sub_rank,title,url,cite,details,cmpt_rank,qry,lang,serp_id,serp_rank
general,0,The Algorithm Design Manual - Page 271 - Google Books Result,https://books.google.com/books?id=7XUSn0IKQEgC&pg=PA271&lpg=PA271&dq=Design+and+implement+an+algorithm+for+solving+the+minimum+vertex+coloring+problem+discussed+in+Section+16.7+(page+544).&source=bl&ots=za5GPSLU1h&sig=ACfU3U3JJUQrzfFKTRDNbLUrSPnB9aSRwA&hl=en&sa=X&ved=2ahUKEwjQr6uIt-rsAhXUq3IEHZ6JBg8Q6AEwAHoECAgQAg,books.google.com › books,,0,Design and implement an algorithm for solving the minimum vertex coloring problem discussed in Section 16.7 (page 544).,en,,0
general,0,Graph Problems: Hard Problems,https://link.springer.com/content/pdf/10.1007%2F978-1-84800-070-4_16.pdf,link.springer.com › content › pdf,,1,Design and implement an algorithm for solving the minimum vertex coloring problem discussed in Section 16.7 (page 544).,en,,1
general,0,"Graph Theory, Part 2 - Princeton Math",http://web.math.princeton.edu/math_alive/5/Notes2.pdf,web.math.princeton.edu › math_alive › Notes2,,2,Design and implement an algorithm for solving the minimum vertex coloring problem discussed in Section 16.7 (page 544).,en,,2
general,0,The Algorithm Design Manual - Amazon S3,http://s3.amazonaws.com/arena-attachments/1404961/dbc6bf55d3717fda2e7d21530c1cde33.pdf?1510087481,s3.amazonaws.com › arena-attachments,,3,Design and implement an algorithm for solving the minimum vertex coloring problem discussed in Section 16.7 (page 544).,en,,3
general,0,Graph Traversal - UCI Canvas,https://canvas.eee.uci.edu/files/3260075/download?download_frd=1,canvas.eee.uci.edu › files › download,,4,Design and implement an algorithm for solving the minimum vertex coloring problem discussed in Section 16.7 (page 544).,en,,4
general,0,5.8 Graph Coloring,https://www.whitman.edu/mathematics/cgt_online/book/section05.08.html,www.whitman.edu › book › section05.08.html,,5,Design and implement an algorithm for solving the minimum vertex coloring problem discussed in Section 16.7 (page 544).,en,,5
general,0,The maximum clique problems with applications to graph ...,https://tel.archives-ouvertes.fr/tel-01005886/document,tel.archives-ouvertes.fr › tel-01005886 › document,,6,Design and implement an algorithm for solving the minimum vertex coloring problem discussed in Section 16.7 (page 544).,en,,6
general,0,Graph coloring - Wikipedia,https://en.wikipedia.org/wiki/Graph_coloring,en.wikipedia.org › wiki › Graph_coloring,,7,Design and implement an algorithm for solving the minimum vertex coloring problem discussed in Section 16.7 (page 544).,en,,7
general,0,"The Design, Analysis, and Implementation of Parallel ...",https://scholarsmine.mst.edu/cgi/viewcontent.cgi?article=1029&context=comsci_techreports,scholarsmine.mst.edu › cgi › viewcontent,,8,Design and implement an algorithm for solving the minimum vertex coloring problem discussed in Section 16.7 (page 544).,en,,8
general,0,Graph Coloring | Set 1 (Introduction and Applications ...,https://www.geeksforgeeks.org/graph-coloring-applications/,www.geeksforgeeks.org › graph-coloring-applications,,9,Design and implement an algorithm for solving the minimum vertex coloring problem discussed in Section 16.7 (page 544).,en,,9
searches_related,0,,,,"[{'text': 'use backtracking to try to find a minimum coloring of the graph', 'url': '/search?q=use+backtracking+to+try+to+find+a+minimum+coloring+of+the+graph&sa=X&ved=2ahUKEwjQr6uIt-rsAhXUq3IEHZ6JBg8Q1QIoAHoECAkQAQ'}, {'text': 'graph coloring example problems', 'url': '/search?q=graph+coloring+example+problems&sa=X&ved=2ahUKEwjQr6uIt-rsAhXUq3IEHZ6JBg8Q1QIoAXoECAkQAg'}, {'text': 'graph coloring example problems with solutions', 'url': '/search?q=graph+coloring+example+problems+with+solutions&sa=X&ved=2ahUKEwjQr6uIt-rsAhXUq3IEHZ6JBg8Q1QIoAnoECAkQAw'}, {'text': 'vertex coloring in graph theory pdf', 'url': '/search?q=vertex+coloring+in+graph+theory+pdf&sa=X&ved=2ahUKEwjQr6uIt-rsAhXUq3IEHZ6JBg8Q1QIoA3oECAkQBA'}, {'text': 'graph coloring algorithm', 'url': '/search?q=graph+coloring+algorithm&sa=X&ved=2ahUKEwjQr6uIt-rsAhXUq3IEHZ6JBg8Q1QIoBHoECAkQBQ'}, {'text': 'how to determine if a graph is 3-colorable', 'url': '/search?q=how+to+determine+if+a+graph+is+3-colorable&sa=X&ved=2ahUKEwjQr6uIt-rsAhXUq3IEHZ6JBg8Q1QIoBXoECAkQBg'}, {'text': 'graph coloring algorithm in c', 'url': '/search?q=graph+coloring+algorithm+in+c&sa=X&ved=2ahUKEwjQr6uIt-rsAhXUq3IEHZ6JBg8Q1QIoBnoECAkQBw'}, {'text': '2-coloring graph algorithm', 'url': '/search?q=2-coloring+graph+algorithm&sa=X&ved=2ahUKEwjQr6uIt-rsAhXUq3IEHZ6JBg8Q1QIoB3oECAkQCA'}]",10,Design and implement an algorithm for solving the minimum vertex coloring problem discussed in Section 16.7 (page 544).,en,,10
type,sub_rank,title,url,cite,details,cmpt_rank,qry,lang,serp_id,serp_rank
general,0,The Algorithm Design Manual - Page 271 - Google Books Result,https://books.google.com/books?id=7XUSn0IKQEgC&pg=PA271&lpg=PA271&dq=Design+and+implement+an+algorithm+for+solving+the+minimum+edge+coloring+problem+discussed+in+Section+16.8+(page+548).&source=bl&ots=za5GPSLU1h&sig=ACfU3U3JJUQrzfFKTRDNbLUrSPnB9aSRwA&hl=en&sa=X&ved=2ahUKEwic_NiIt-rsAhVUgnIEHZL0DIIQ6AEwAHoECAEQAg,books.google.com › books,,0,Design and implement an algorithm for solving the minimum edge coloring problem discussed in Section 16.8 (page 548).,en,,0
general,0,Graph Problems: Hard Problems,https://link.springer.com/content/pdf/10.1007%2F978-1-84800-070-4_16.pdf,link.springer.com › content › pdf,,1,Design and implement an algorithm for solving the minimum edge coloring problem discussed in Section 16.8 (page 548).,en,,1
general,0,Edge coloring - Wikipedia,https://en.wikipedia.org/wiki/Edge_coloring,en.wikipedia.org › wiki › Edge_coloring,,2,Design and implement an algorithm for solving the minimum edge coloring problem discussed in Section 16.8 (page 548).,en,,2
general,0,"Graph Theory, Part 2 - Princeton Math",http://web.math.princeton.edu/math_alive/5/Notes2.pdf,web.math.princeton.edu › math_alive › Notes2,,3,Design and implement an algorithm for solving the minimum edge coloring problem discussed in Section 16.8 (page 548).,en,,3
general,0,The Algorithm Design Manual - Amazon S3,http://s3.amazonaws.com/arena-attachments/1404961/dbc6bf55d3717fda2e7d21530c1cde33.pdf?1510087481,s3.amazonaws.com › arena-attachments,,4,Design and implement an algorithm for solving the minimum edge coloring problem discussed in Section 16.8 (page 548).,en,,4
general,0,5.8 Graph Coloring,https://www.whitman.edu/mathematics/cgt_online/book/section05.08.html,www.whitman.edu › book › section05.08.html,,5,Design and implement an algorithm for solving the minimum edge coloring problem discussed in Section 16.8 (page 548).,en,,5
general,0,(PDF) Exact Solution of Graph Coloring Problems via ...,https://www.researchgate.net/publication/228527789_Exact_Solution_of_Graph_Coloring_Problems_via_Constraint_Programming_and_Column_Generation,www.researchgate.net › publication › 228527789_Exact_...,,6,Design and implement an algorithm for solving the minimum edge coloring problem discussed in Section 16.8 (page 548).,en,,6
general,0,Combinatorial Search and Heuristic Methods,https://bjpcjp.github.io/pdfs/math/combinational-search-ADM.pdf,bjpcjp.github.io › math › combinational-search-ADM,,7,Design and implement an algorithm for solving the minimum edge coloring problem discussed in Section 16.8 (page 548).,en,,7
general,0,The maximum clique problems with applications to graph ...,https://tel.archives-ouvertes.fr/tel-01005886/document,tel.archives-ouvertes.fr › tel-01005886 › document,,8,Design and implement an algorithm for solving the minimum edge coloring problem discussed in Section 16.8 (page 548).,en,,8
general,0,Solution:,https://stanford.edu/~rezab/discrete/Midterm/CME305-midterm-11-soln.pdf,stanford.edu › Midterm › CME305-midterm-11-soln,,9,Design and implement an algorithm for solving the minimum edge coloring problem discussed in Section 16.8 (page 548).,en,,9
searches_related,0,,,,"[{'text': 'edge-coloring algorithm', 'url': '/search?q=edge-coloring+algorithm&sa=X&ved=2ahUKEwic_NiIt-rsAhVUgnIEHZL0DIIQ1QIoAHoECAkQAQ'}, {'text': 'graph coloring example problems', 'url': '/search?q=graph+coloring+example+problems&sa=X&ved=2ahUKEwic_NiIt-rsAhVUgnIEHZL0DIIQ1QIoAXoECAkQAg'}, {'text': 'edge coloring in graph theory pdf', 'url': '/search?q=edge+coloring+in+graph+theory+pdf&sa=X&ved=2ahUKEwic_NiIt-rsAhVUgnIEHZL0DIIQ1QIoAnoECAkQAw'}, {'text': 'graph coloring example problems with solutions', 'url': '/search?q=graph+coloring+example+problems+with+solutions&sa=X&ved=2ahUKEwic_NiIt-rsAhVUgnIEHZL0DIIQ1QIoA3oECAkQBA'}, {'text': 'k-coloring problem', 'url': '/search?q=k-coloring+problem&sa=X&ved=2ahUKEwic_NiIt-rsAhVUgnIEHZL0DIIQ1QIoBHoECAkQBQ'}, {'text': 'vertex coloring in graph theory pdf', 'url': '/search?q=vertex+coloring+in+graph+theory+pdf&sa=X&ved=2ahUKEwic_NiIt-rsAhVUgnIEHZL0DIIQ1QIoBXoECAkQBg'}, {'text': '2-coloring graph algorithm', 'url': '/search?q=2-coloring+graph+algorithm&sa=X&ved=2ahUKEwic_NiIt-rsAhVUgnIEHZL0DIIQ1QIoBnoECAkQBw'}, {'text': 'bipartite graph', 'url': '/search?q=bipartite+graph&sa=X&ved=2ahUKEwic_NiIt-rsAhVUgnIEHZL0DIIQ1QIoB3oECAkQCA'}]",10,Design and implement an algorithm for solving the minimum edge coloring problem discussed in Section 16.8 (page 548).,en,,10
type,sub_rank,title,url,cite,details,cmpt_rank,qry,lang,serp_id,serp_rank
general,0,The Algorithm Design Manual - Page 271 - Google Books Result,https://books.google.com/books?id=7XUSn0IKQEgC&pg=PA271&lpg=PA271&dq=Design+and+implement+an+algorithm+for+solving+the+minimum+feedback+vertex+set+problem+discussed+in+Section+16.11+(page+559).&source=bl&ots=za5GPSLU1i&sig=ACfU3U0GrSClrYBXEaqshL33C3_r6v0qhg&hl=en&sa=X&ved=2ahUKEwjO8oCJt-rsAhVsoHIEHcZ7D4MQ6AEwAHoECAgQAg,books.google.com › books,,0,Design and implement an algorithm for solving the minimum feedback vertex set problem discussed in Section 16.11 (page 559).,en,,0
general,0,Solving The Feedback Vertex Set Problem On ... - CiteSeerX,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.106.372&rep=rep1&type=pdf,citeseerx.ist.psu.edu › viewdoc › download,,1,Design and implement an algorithm for solving the minimum feedback vertex set problem discussed in Section 16.11 (page 559).,en,,1
general,0,Graph Problems: Hard Problems,https://link.springer.com/content/pdf/10.1007%2F978-1-84800-070-4_16.pdf,link.springer.com › content › pdf,,2,Design and implement an algorithm for solving the minimum feedback vertex set problem discussed in Section 16.11 (page 559).,en,,2
general,0,"FEEDBACK SET PROBLEMS Not long ago, there appeared to ...",https://static.aminer.org/pdf/PDF/001/199/828/feedback_set_problems.pdf,static.aminer.org › pdf › PDF › feedback_set_problems,,3,Design and implement an algorithm for solving the minimum feedback vertex set problem discussed in Section 16.11 (page 559).,en,,3
general,0,Parameterized Algorithms for Feedback Vertex Set - DePaul ...,http://ovid.cs.depaul.edu/documents/fvs.pdf,ovid.cs.depaul.edu › documents › fvs,,4,Design and implement an algorithm for solving the minimum feedback vertex set problem discussed in Section 16.11 (page 559).,en,,4
general,0,The Algorithm Design Manual - Amazon S3,http://s3.amazonaws.com/arena-attachments/1404961/dbc6bf55d3717fda2e7d21530c1cde33.pdf?1510087481,s3.amazonaws.com › arena-attachments,,5,Design and implement an algorithm for solving the minimum feedback vertex set problem discussed in Section 16.11 (page 559).,en,,5
general,0,9.1 Introduction 9.2 Minimum Feedback Vertex Set,https://www.cs.cmu.edu/afs/cs/academic/class/15854-f05/www/scribe/lec9.ps,www.cs.cmu.edu › afs › class › www › scribe › lec9,,6,Design and implement an algorithm for solving the minimum feedback vertex set problem discussed in Section 16.11 (page 559).,en,,6
general,0,Feedback vertex set - Wikipedia,https://en.wikipedia.org/wiki/Feedback_vertex_set,en.wikipedia.org › wiki › Feedback_vertex_set,,7,Design and implement an algorithm for solving the minimum feedback vertex set problem discussed in Section 16.11 (page 559).,en,,7
general,0,Approximating Minimum Feedback Sets and Multi-Cuts in ...,https://madhu.seas.harvard.edu/papers/1995/fes-conf.pdf,madhu.seas.harvard.edu › papers › fes-conf,,8,Design and implement an algorithm for solving the minimum feedback vertex set problem discussed in Section 16.11 (page 559).,en,,8
general,0,Designing Practical PTASes for Minimum Feedback Vertex ...,https://arxiv.org/pdf/1804.07869,arxiv.org › pdf,,9,Design and implement an algorithm for solving the minimum feedback vertex set problem discussed in Section 16.11 (page 559).,en,,9
type,sub_rank,title,url,cite,details,cmpt_rank,qry,lang,serp_id,serp_rank
general,0,1. Design and implement an algorithm for solving the set cover...,https://www.transtutors.com/questions/1-design-and-implement-an-algorithm-for-solving-the-set-cover-problem-discussed-in-s-2095148.htm,www.transtutors.com › ... › Mathematical Preliminaries,,0,Design and implement an algorithm for solving the set cover problem discussed in Section 18.1 (page 621).,en,,0
general,1,The Algorithm Design Manual - Page 271 - Google Books Result,https://books.google.com/books?id=7XUSn0IKQEgC&pg=PA271&lpg=PA271&dq=Design+and+implement+an+algorithm+for+solving+the+set+cover+problem+discussed+in+Section+18.1+(page+621).&source=bl&ots=za5GPSLU1j&sig=ACfU3U1Si5Sczqyx_cE8lcSUtKSx3Xyoow&hl=en&sa=X&ved=2ahUKEwjt8qiJt-rsAhU6lnIEHTeABBkQ6AEwAXoECAEQAg,books.google.com › books,,0,Design and implement an algorithm for solving the set cover problem discussed in Section 18.1 (page 621).,en,,1
general,2,Intractable Problems and Approximation Algorithms,https://link.springer.com/content/pdf/10.1007%2F978-1-84800-070-4_9.pdf,link.springer.com › content › pdf,,0,Design and implement an algorithm for solving the set cover problem discussed in Section 18.1 (page 621).,en,,2
general,3,What is the set cover problem,https://math.mit.edu/~goemans/18434S06/setcover-tamara.pdf,math.mit.edu › ~goemans › setcover-tamara,,0,Design and implement an algorithm for solving the set cover problem discussed in Section 18.1 (page 621).,en,,3
general,4,Set Cover Problem | Set 1 (Greedy Approximate Algorithm ...,https://www.geeksforgeeks.org/set-cover-problem-set-1-greedy-approximate-algorithm/,www.geeksforgeeks.org › set-cover-problem-set-1-gree...,,0,Design and implement an algorithm for solving the set cover problem discussed in Section 18.1 (page 621).,en,,4
general,5,The Algorithm Design Manual - Backpack,https://www.usebackpack.com/resources/4634/download?1429337106,www.usebackpack.com › resources › download,,0,Design and implement an algorithm for solving the set cover problem discussed in Section 18.1 (page 621).,en,,5
general,6,Analysis of the greedy approach in problems of maximum k ...,https://hochbaum.ieor.berkeley.edu/html/pub/HPathria-max-k-coverage-greedy.pdf,hochbaum.ieor.berkeley.edu › html › pub › HPathria-...,,0,Design and implement an algorithm for solving the set cover problem discussed in Section 18.1 (page 621).,en,,6
general,7,1 Overview 2 The Set Cover Problem,https://people.seas.harvard.edu/~yaron/AM221-S16/lecture_notes/AM221_lecture21.pdf,people.seas.harvard.edu › ~yaron › AM221_lecture21,,0,Design and implement an algorithm for solving the set cover problem discussed in Section 18.1 (page 621).,en,,7
general,8,Data Structures and Problem Solving Using Java,http://computo.fismat.umich.mx/~htejeda/books/data/Data_Structures_and_Problem_Solving_Using_Java__4ed__Weiss.pdf,computo.fismat.umich.mx › ~htejeda › books › Data_Stru...,,0,Design and implement an algorithm for solving the set cover problem discussed in Section 18.1 (page 621).,en,,8
general,9,From Local Search to Local Search Programming - LocalSolver,https://www.localsolver.com/misc/HDR_Benoist_LocalSolver.pdf,www.localsolver.com › misc › HDR_Benoist_LocalSolver,,0,Design and implement an algorithm for solving the set cover problem discussed in Section 18.1 (page 621).,en,,9
searches_related,0,,,,"[{'text': 'set cover problem greedy algorithm', 'url': '/search?q=set+cover+problem+greedy+algorithm&sa=X&ved=2ahUKEwjt8qiJt-rsAhU6lnIEHTeABBkQ1QIoAHoECAsQAQ'}, {'text': 'set covering problem integer programming', 'url': '/search?q=set+covering+problem+integer+programming&sa=X&ved=2ahUKEwjt8qiJt-rsAhU6lnIEHTeABBkQ1QIoAXoECAsQAg'}, {'text': 'weighted set cover problem', 'url': '/search?q=weighted+set+cover+problem&sa=X&ved=2ahUKEwjt8qiJt-rsAhU6lnIEHTeABBkQ1QIoAnoECAsQAw'}, {'text': 'program to solve set covering problem in c', 'url': '/search?q=program+to+solve+set+covering+problem+in+c&sa=X&ved=2ahUKEwjt8qiJt-rsAhU6lnIEHTeABBkQ1QIoA3oECAsQBA'}, {'text': 'set cover problem dynamic programming', 'url': '/search?q=set+cover+problem+dynamic+programming&sa=X&ved=2ahUKEwjt8qiJt-rsAhU6lnIEHTeABBkQ1QIoBHoECAsQBQ'}, {'text': 'set covering problem ppt', 'url': '/search?q=set+covering+problem+ppt&sa=X&ved=2ahUKEwjt8qiJt-rsAhU6lnIEHTeABBkQ1QIoBXoECAsQBg'}, {'text': 'set cover problem python', 'url': '/search?q=set+cover+problem+python&sa=X&ved=2ahUKEwjt8qiJt-rsAhU6lnIEHTeABBkQ1QIoBnoECAsQBw'}, {'text': 'set cover program in c', 'url': '/search?q=set+cover+program+in+c&sa=X&ved=2ahUKEwjt8qiJt-rsAhU6lnIEHTeABBkQ1QIoB3oECAsQCA'}]",1,Design and implement an algorithm for solving the set cover problem discussed in Section 18.1 (page 621).,en,,10
type,sub_rank,title,url,cite,details,cmpt_rank,qry,lang,serp_id,serp_rank
general_submenu,0,Write a program to print all permutations of a given string ...,https://www.geeksforgeeks.org/write-a-c-program-to-print-all-permutations-of-a-given-string/,www.geeksforgeeks.org › write-a-c-program-to-print-al...,"[{'text': 'Print all permutations of a ...', 'url': 'https://www.geeksforgeeks.org/print-all-permutations-of-a-string-in-java/'}, {'text': 'Permutations of a given string ...', 'url': 'https://www.geeksforgeeks.org/permutations-of-a-given-string-using-stl/'}, {'text': 'More results from geeksforgeeks.org\xa0»', 'url': '/search?q=Write+a+function+to+find+all+permutations+of+the+letters+in+a+particular+string.+site:geeksforgeeks.org+&sa=X&ved=2ahUKEwjV5c2Jt-rsAhWzq3IEHTg9BmUQrAN6BAgBEAo'}]",0,Write a function to find all permutations of the letters in a particular string.,en,,0
general,0,Generate all permutations of a string that follow given constraints,https://www.geeksforgeeks.org/generate-all-permutations-of-a-string-that-follow-given-constraints/,www.geeksforgeeks.org › generate-all-permutations-of-...,,1,Write a function to find all permutations of the letters in a particular string.,en,,1
general,0,,,,,2,Write a function to find all permutations of the letters in a particular string.,en,,2
